Item Type,Order Type,PO No,Curr,PO Stat Code,Supplier,OrderNo,Buyer,Item Number,Item Description,WH,POCreateDate,PO Req Del Date,PO Conf Del Date,PO Rcvd Date,PO Value,Qty,,Create to Req Days,Req to Conf Days,Conf to Recvd Days,Req to Recvd Days
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3815739M2,CLUTCH DISC,AML,31/08/2020,8/12/2020,,,743,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3816332M91,KNOB,AML,31/08/2020,8/12/2020,,,4,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3816333M91,STOP,AML,31/08/2020,8/12/2020,,,14,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3818550M1,DECAL,AML,31/08/2020,8/12/2020,,,10,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3819523M1,OIL SEAL,AML,31/08/2020,8/12/2020,,,5,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3823623M1,O RING,AML,31/08/2020,8/12/2020,,,3,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3824033M1,ELEMENT INNER,AML,31/08/2020,8/12/2020,,,80,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3900136M1,SEAL,AML,31/08/2020,8/12/2020,,,9,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3900423M91,SEAL KIT,AML,31/08/2020,8/12/2020,,,151,20,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3901462M2,AIR FILTER ELEMENT-OUTER,AML,31/08/2020,8/12/2020,,,122,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3901467M1,COVER,AML,31/08/2020,8/12/2020,,,12,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3901567M91,Brake Master Cyl Repair Kit,AML,31/08/2020,8/12/2020,,,64,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3902140M1,Strut (Rear Window),AML,31/08/2020,8/12/2020,,,320,30,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3902412M1,SCREW,AML,31/08/2020,8/12/2020,,,1,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3902591M3,COVER,AML,31/08/2020,8/12/2020,,,6,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3903194M1,O-RING,AML,31/08/2020,8/12/2020,,,107,40,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3903646M1,UNIVERSAL CROSS,AML,31/08/2020,8/12/2020,,,140,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3903948M91,ROLL PIN KIT,AML,31/08/2020,8/12/2020,,,6,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3903957M91,LEVER KIT CAT 2,AML,31/08/2020,8/12/2020,,,277,8,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3904066M1,SEAT PAN,AML,31/08/2020,8/12/2020,,,108,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3904488M1,MIRROR,AML,31/08/2020,8/12/2020,,,137,15,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3904695M1,GAS STRUT,AML,31/08/2020,8/12/2020,,,113,12,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3905722M91,REMOTE COULPER - FEMALE,AML,31/08/2020,8/12/2020,,,"3,001",65,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3907109M1,GASKET,AML,31/08/2020,8/12/2020,,,5,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3907525M1,HYDRAULIC FILTER,AML,31/08/2020,8/12/2020,,,240,9,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3907943M1,FILTER ELEMENT,AML,31/08/2020,8/12/2020,,,92,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3908862M91,LATCH,AML,31/08/2020,8/12/2020,,,187,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3909495M1,FILTER ELEMENT,AML,31/08/2020,8/12/2020,,,136,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3909542M91,COVER ASY,AML,31/08/2020,8/12/2020,,,823,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3909594M1,BUFFER,AML,31/08/2020,8/12/2020,,,235,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3909707M93,KIT  JOINT,AML,31/08/2020,8/12/2020,,,326,6,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3931807M1,SEAT COVER,AML,31/08/2020,8/12/2020,,,126,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3933442M1,SEAT COVER MF 4200,AML,31/08/2020,8/12/2020,,,123,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3970164M1,CAP,AML,31/08/2020,8/12/2020,,,99,8,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3970171M1,FILTER ELEMENT,AML,31/08/2020,8/12/2020,,,212,8,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3970384M1,HEX FLANGE HEAD BOLT,AML,31/08/2020,8/12/2020,,,13,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3970982M1,HOSE,AML,31/08/2020,8/12/2020,,,167,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3972499M1,HYDRAULIC PUMP,AML,31/08/2020,8/12/2020,,,835,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4222043M1,PLUG,AML,31/08/2020,8/12/2020,,,2,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4222475M1,GASKET,AML,31/08/2020,8/12/2020,,,3,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4222906M1,JOINT,AML,31/08/2020,8/12/2020,,,18,7,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4223925Z1,R/COVER GASKET,AML,31/08/2020,8/12/2020,,,16,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4223927M1,GASKET,AML,31/08/2020,8/12/2020,,,17,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4224185M1,JOINT,AML,31/08/2020,8/12/2020,,,8,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4224397M1,JOINT,AML,31/08/2020,8/12/2020,,,26,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4224451M91,Fuel Lift Pump,AML,31/08/2020,8/12/2020,,,161,7,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4224674M91,BTM GASKET KIT,AML,31/08/2020,8/12/2020,,,43,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4224701M2,FUEL FILTER,AML,31/08/2020,8/12/2020,,,618,30,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4224702M1,ROCKER COVER GASKET,AML,31/08/2020,8/12/2020,,,44,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4224708M91,WATER PUMP,AML,31/08/2020,8/12/2020,,,452,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4224748M1,O-RING,AML,31/08/2020,8/12/2020,,,21,6,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4224957M1,SUMP GASKET,AML,31/08/2020,8/12/2020,,,57,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4225392M91,Water Pump,AML,31/08/2020,8/12/2020,,,206,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4225843M1,SEAL,AML,31/08/2020,8/12/2020,,,3,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4225850M1,HEAD GASKET,AML,31/08/2020,8/12/2020,,,649,9,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4226262M1,O RING,AML,31/08/2020,8/12/2020,,,0,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4226378M1,GASKET,AML,31/08/2020,8/12/2020,,,39,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4226383M1,GASKET,AML,31/08/2020,8/12/2020,,,8,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4226447M91,SWITCH-PRESSURE,AML,31/08/2020,8/12/2020,,,34,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4226557M1,GASKET-ROCKER COVER,AML,31/08/2020,8/12/2020,,,62,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4226589M1,TIMING GEAR CASE,AML,31/08/2020,8/12/2020,,,176,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4226787M1,ATOMISER,AML,31/08/2020,8/12/2020,,,"4,724",10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4226788M1,O-RING,AML,31/08/2020,8/12/2020,,,5,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4226832M1,INJ.PIPE,AML,31/08/2020,8/12/2020,,,43,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4227384M1,HOUSING & THERMOSTAT ASY,AML,31/08/2020,8/12/2020,,,251,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4236797M1,O RING,AML,31/08/2020,8/12/2020,,,6,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4270214M1,PADDING - RED +,AML,31/08/2020,8/12/2020,,,2,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4270521M11,KIT  SERVICE (SLIM 95mm HUBS),AML,31/08/2020,8/12/2020,,,"1,578",1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4271078M1,PLATE,AML,31/08/2020,8/12/2020,,,17,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4271320M1,ROD LINK,AML,31/08/2020,8/12/2020,,,13,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4271809M1,SWITCH,AML,31/08/2020,8/12/2020,,,74,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4273103M2,COVER-BATTERY,AML,31/08/2020,8/12/2020,,,32,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4274223M1,PLATE,AML,31/08/2020,8/12/2020,,,21,6,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4274233M1,ENGINE FAN,AML,31/08/2020,8/12/2020,,,196,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4274593M1,BEARING ASSEMBLY,AML,31/08/2020,8/12/2020,,,128,11,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4274843M1,RAM,AML,31/08/2020,8/12/2020,,,10,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4274868M2,PLATE,AML,31/08/2020,8/12/2020,,,538,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4275051M1,WIPER MOTOR,AML,31/08/2020,8/12/2020,,,110,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4275131M1,BEARING CARRIER,AML,31/08/2020,8/12/2020,,,185,7,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4275805M1,HOSE,AML,31/08/2020,8/12/2020,,,11,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4277283M92,AERIAL KIT,AML,31/08/2020,8/12/2020,,,69,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4277711M94,ELECTRONIC LIFT CONSOLE,AML,31/08/2020,8/12/2020,,,323,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4278496M1,CONDENSOR,AML,31/08/2020,8/12/2020,,,603,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4278681M1,SEAL,AML,31/08/2020,8/12/2020,,,10,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4280475M2,STRAP,AML,31/08/2020,8/12/2020,,,18,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4281017M1,DECAL DYNA-6,AML,31/08/2020,8/12/2020,,,60,12,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4281045M1,BUSH,AML,31/08/2020,8/12/2020,,,122,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4281051M2,BELT-A/C,AML,31/08/2020,8/12/2020,,,108,8,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4281312M2,SHAFT,AML,31/08/2020,8/12/2020,,,141,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4281537M1,FAN-ENGINE,AML,31/08/2020,8/12/2020,,,256,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4282175M2,TENSIONER PULLEY,AML,31/08/2020,8/12/2020,,,"2,522",30,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4284056M2,GUIDE,AML,31/08/2020,8/12/2020,,,10,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4284197M1,DECAL,AML,31/08/2020,8/12/2020,,,7,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4285231M1,CAB MOUNT,AML,31/08/2020,8/12/2020,,,144,7,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4285416M1,RAM LH DOOR,AML,31/08/2020,8/12/2020,,,82,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4286891M2,SPACER,AML,31/08/2020,8/12/2020,,,54,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4287093M1,HOSE,AML,31/08/2020,8/12/2020,,,13,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4287285M1,HALF CLAMP,AML,31/08/2020,8/12/2020,,,3,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4287376M2,BELT LENGTH 1496 MM,AML,31/08/2020,8/12/2020,,,47,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4287788M2,HOSE,AML,31/08/2020,8/12/2020,,,55,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4288898M91,MIRROR  EXTERNAL INC GLASS,AML,31/08/2020,8/12/2020,,,"1,138",30,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4289347M91,RAM-BONNET,AML,31/08/2020,8/12/2020,,,63,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4289932M2,SWITCH  INDIRECT,AML,31/08/2020,8/12/2020,,,6,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4290435M2,LIGHT SWITCH,AML,31/08/2020,8/12/2020,,,76,8,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4290868M1,LOCATOR,AML,31/08/2020,8/12/2020,,,225,40,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4291470M2,TAIL PIPE-EXHAUST,AML,31/08/2020,8/12/2020,,,457,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4292045M5,CONDENSOR,AML,31/08/2020,8/12/2020,,,744,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4292093M2,HARNESS,AML,31/08/2020,8/12/2020,,,13,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4293540M3,DIFF LOCK SWITCH,AML,31/08/2020,8/12/2020,,,124,13,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4293543M2,CAB SUSPENSION ROCKER SWITCH,AML,31/08/2020,8/12/2020,,,25,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4293955M92,PIVOT LH,AML,31/08/2020,8/12/2020,,,199,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4294420M5,ROCKER SWITCH,AML,31/08/2020,8/12/2020,,,343,9,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4294448M1,SENDER UNIT-FUEL TANK 145L,AML,31/08/2020,8/12/2020,,,95,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4294526M1,GASKET,AML,31/08/2020,8/12/2020,,,6,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4295033M2,RUBBER BUSH,AML,31/08/2020,8/12/2020,,,128,6,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4295321M2,PLATE REAR WINDOW LATCH,AML,31/08/2020,8/12/2020,,,8,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4295433M1,WIPER BLADE,AML,31/08/2020,8/12/2020,,,16,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4296120M1,FAN BELT,AML,31/08/2020,8/12/2020,,,25,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4296977M1,DECAL,AML,31/08/2020,8/12/2020,,,6,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4297513M91,KEY SET,AML,31/08/2020,8/12/2020,,,105,20,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4297961M1,DECAL,AML,31/08/2020,8/12/2020,,,3,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4298130M2,FAN SHROUD,AML,31/08/2020,8/12/2020,,,86,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4298244M3,RAM,AML,31/08/2020,8/12/2020,,,30,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4298351M1,BADGE,AML,31/08/2020,8/12/2020,,,4,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4298533M95,TURNING LIGHT,AML,31/08/2020,8/12/2020,,,673,20,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4299347M3,WATER COOLER,AML,31/08/2020,8/12/2020,,,"1,210",2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4301240M2,LOCK WASHER,AML,31/08/2020,8/12/2020,,,8,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4303324M2,CLEVIS PIN,AML,31/08/2020,8/12/2020,,,144,12,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4304260M1,HUB,AML,31/08/2020,8/12/2020,,,33,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4304880M2,GASKET,AML,31/08/2020,8/12/2020,,,5,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4305010M2,CLEVIS PIN,AML,31/08/2020,8/12/2020,,,15,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4305187M1,COVER,AML,31/08/2020,8/12/2020,,,3,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4305346M1,UNION,AML,31/08/2020,8/12/2020,,,11,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4305831M3,QUICK COUPLER,AML,31/08/2020,8/12/2020,,,"3,249",100,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4305912M1,Oil Seal - Axle Shaft - Outer,AML,31/08/2020,8/12/2020,,,10,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4305947M1,DUST SHIELD,AML,31/08/2020,8/12/2020,,,16,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4305965M1,DUST SHIELD,AML,31/08/2020,8/12/2020,,,80,20,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4306671M2,SELECTOR,AML,31/08/2020,8/12/2020,,,21,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4307068M12,KIT  SERVICE,AML,31/08/2020,8/12/2020,,,456,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4307415M1,GASKET,AML,31/08/2020,8/12/2020,,,4,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4307926M11,UNION,AML,31/08/2020,8/12/2020,,,7,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4308030M92,DRAIN PLUG,AML,31/08/2020,8/12/2020,,,11,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4308225M11,KIT JOINT,AML,31/08/2020,8/12/2020,,,3,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4308785M13,SPEED SENSOR,AML,31/08/2020,8/12/2020,,,"1,194",7,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4308786M13,PARTS PACK,AML,31/08/2020,8/12/2020,,,336,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4310438M2,INDUCTIVE SENSOR,AML,31/08/2020,8/12/2020,,,241,11,,71,0,0,0
