Item Type,Order Type,PO No,Curr,PO Stat Code,Supplier,OrderNo,Buyer,Item Number,Item Description,WH,POCreateDate,PO Req Del Date,PO Conf Del Date,PO Rcvd Date,PO Value,Qty,,Create to Req Days,Req to Conf Days,Conf to Recvd Days,Req to Recvd Days
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3011808X1,O-RING,AML,31/08/2020,8/12/2020,,,4,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3011821X1,BUSH 30 X 30 STEEL,AML,31/08/2020,8/12/2020,,,39,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3014123X1,O-RING,AML,31/08/2020,8/12/2020,,,2,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3014329X1,SCREW-M16X45-ISO 10.9-GE,AML,31/08/2020,8/12/2020,,,6,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3014940X1,O RING,AML,31/08/2020,8/12/2020,,,2,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3015061X1,O.RING,AML,31/08/2020,8/12/2020,,,13,20,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3016126X1,HAIR PIN,AML,31/08/2020,8/12/2020,,,12,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3016353X1,ADJUSTING SHIM,AML,31/08/2020,8/12/2020,,,3,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3016579X1,CAPSCREW,AML,31/08/2020,8/12/2020,,,9,6,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3016877X1,FLAT SEAL,AML,31/08/2020,8/12/2020,,,2,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3019429X1,PLUG,AML,31/08/2020,8/12/2020,,,45,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3019962X1,O RING,AML,31/08/2020,8/12/2020,,,2,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3040882M92,HOSE,AML,31/08/2020,8/12/2020,,,94,7,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3041489M4,FUEL TANK CAP,AML,31/08/2020,8/12/2020,,,69,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3105505M1,Front Lens,AML,31/08/2020,8/12/2020,,,16,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3305623M92,BRAKE CYLINDER,AML,31/08/2020,8/12/2020,,,57,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3310355M91,ELEMENT-OUTER,AML,31/08/2020,8/12/2020,,,140,6,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3310871M1,SWITCH,AML,31/08/2020,8/12/2020,,,135,15,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3380056M4,SLEEVE,AML,31/08/2020,8/12/2020,,,276,14,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3382027M2,SPIGOT,AML,31/08/2020,8/12/2020,,,14,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3382280M1,STEERING PUMP,AML,31/08/2020,8/12/2020,,,"2,290",4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3385820M1,ROOF LIGHT,AML,31/08/2020,8/12/2020,,,18,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3387347M2,FRICTION DISC,AML,31/08/2020,8/12/2020,,,75,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3387381M1,BEARING,AML,31/08/2020,8/12/2020,,,37,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3387566M2,CLEVIS PIN,AML,31/08/2020,8/12/2020,,,3,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3388272M1,WASHER,AML,31/08/2020,8/12/2020,,,10,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3388603M1,GUIDE,AML,31/08/2020,8/12/2020,,,156,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3388840M3,CABIN FILTER,AML,31/08/2020,8/12/2020,,,676,20,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3389556M2,RAM,AML,31/08/2020,8/12/2020,,,98,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3405185M1,BULB,AML,31/08/2020,8/12/2020,,,7,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3405418M2,FUEL FILTER,AML,31/08/2020,8/12/2020,,,"1,108",380,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3426512M1,SHIM,AML,31/08/2020,8/12/2020,,,11,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3426773M3,BALL JOINT,AML,31/08/2020,8/12/2020,,,17,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3426938M1,BUSH,AML,31/08/2020,8/12/2020,,,149,30,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3427163M1,PIN,AML,31/08/2020,8/12/2020,,,26,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3427281M1,SHIM,AML,31/08/2020,8/12/2020,,,4,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3427282M1,SHIM,AML,31/08/2020,8/12/2020,,,5,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3427284M1,SHIM,AML,31/08/2020,8/12/2020,,,5,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3428237M1,NUT,AML,31/08/2020,8/12/2020,,,40,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3428521M2,OIL SEAL,AML,31/08/2020,8/12/2020,,,145,30,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3428657M3,BUSH,AML,31/08/2020,8/12/2020,,,"1,014",30,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3429167M1,OIL SEAL,AML,31/08/2020,8/12/2020,,,89,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3429323M1,COVER,AML,31/08/2020,8/12/2020,,,404,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3530223M93,HYDRAULIC FILTER,AML,31/08/2020,8/12/2020,,,125,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3539379M1,GASKET,AML,31/08/2020,8/12/2020,,,50,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3540046M1,AIR FILTER PRIMARY,AML,31/08/2020,8/12/2020,,,18,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3580014M1,HOSE,AML,31/08/2020,8/12/2020,,,15,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3581422M1,STUD,AML,31/08/2020,8/12/2020,,,10,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3581959M1,HOSE RADIATOR,AML,31/08/2020,8/12/2020,,,12,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3582195M1,SEAL,AML,31/08/2020,8/12/2020,,,125,20,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3582438M1,GASKET,AML,31/08/2020,8/12/2020,,,9,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3582443M1,GASKET,AML,31/08/2020,8/12/2020,,,3,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3582542M1,TUBE,AML,31/08/2020,8/12/2020,,,163,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3583331M1,SENDER,AML,31/08/2020,8/12/2020,,,107,8,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3610220M1,SPACER,AML,31/08/2020,8/12/2020,,,7,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3610748M3,SPRING,AML,31/08/2020,8/12/2020,,,7,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3611078M1,BLOCK,AML,31/08/2020,8/12/2020,,,15,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3611475M1,CONE,AML,31/08/2020,8/12/2020,,,78,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3611738M1,PLATE,AML,31/08/2020,8/12/2020,,,22,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3613208M92,HIFLOW PTO KIT,AML,31/08/2020,8/12/2020,,,134,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3613626M1,GEAR - 25T,AML,31/08/2020,8/12/2020,,,175,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3613627M1,PINION,AML,31/08/2020,8/12/2020,,,108,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3614399M1,NEEDLE,AML,31/08/2020,8/12/2020,,,15,30,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3614442M91,DIPSTICK,AML,31/08/2020,8/12/2020,,,25,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3618129M2,STOP,AML,31/08/2020,8/12/2020,,,10,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3618304M4,DIFF PINION,AML,31/08/2020,8/12/2020,,,467,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3619084M91,KIT  BELT,AML,31/08/2020,8/12/2020,,,94,7,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3619141M1,DUST SHIELD,AML,31/08/2020,8/12/2020,,,65,12,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3619155M1,DISC,AML,31/08/2020,8/12/2020,,,356,13,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3619594M1,FILTER,AML,31/08/2020,8/12/2020,,,107,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3619762M1,SPOOL,AML,31/08/2020,8/12/2020,,,192,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3619763M1,SOLENOID,AML,31/08/2020,8/12/2020,,,55,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3637335M1,PLATE,AML,31/08/2020,8/12/2020,,,88,20,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3638671M1,GASKET,AML,31/08/2020,8/12/2020,,,8,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3638700M1,JOINT,AML,31/08/2020,8/12/2020,,,7,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3657396M91,MASTER CYLIN,AML,31/08/2020,8/12/2020,,,196,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3699444M1,WHEEL NUT,AML,31/08/2020,8/12/2020,,,4,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3699490M92,REAR LIGHT,AML,31/08/2020,8/12/2020,,,25,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3700527M1,BEARING,AML,31/08/2020,8/12/2020,,,122,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3700619M2,SEAL,AML,31/08/2020,8/12/2020,,,12,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3701149M2,CIRCLIP,AML,31/08/2020,8/12/2020,,,3,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3712279M3,CLEVIS PIN,AML,31/08/2020,8/12/2020,,,6,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3712611M2,WHEEL NUT,AML,31/08/2020,8/12/2020,,,7,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3713027M2,THROTTLE CABLE,AML,31/08/2020,8/12/2020,,,31,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3713385M1,LAMP SOCKET,AML,31/08/2020,8/12/2020,,,129,60,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3713764M2,DRAFT SENSOR,AML,31/08/2020,8/12/2020,,,262,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3713929M1,GASKET,AML,31/08/2020,8/12/2020,,,176,15,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3713930M1,BUSH,AML,31/08/2020,8/12/2020,,,182,20,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3714072M91,SUNSHIELD,AML,31/08/2020,8/12/2020,,,94,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3715773M1,O-RING,AML,31/08/2020,8/12/2020,,,34,19,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3715836M13,LEVER,AML,31/08/2020,8/12/2020,,,245,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3761476M1,SEAL,AML,31/08/2020,8/12/2020,,,7,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3763362M94,STARTER MOTOR,AML,31/08/2020,8/12/2020,,,991,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3764028M2,Steering Ball Joint,AML,31/08/2020,8/12/2020,,,293,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3766091M91,DISC,AML,31/08/2020,8/12/2020,,,178,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3771837M1,GASKET,AML,31/08/2020,8/12/2020,,,9,10,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3777872M1,HOSE,AML,31/08/2020,8/12/2020,,,80,6,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3778784M1,LATCH,AML,31/08/2020,8/12/2020,,,12,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3779379M91,BELT PAIR LENGTH 1425 MM,AML,31/08/2020,8/12/2020,,,130,11,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3779699M1,Ignition Switch,AML,31/08/2020,8/12/2020,,,251,30,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3782073M1,ROLL,AML,31/08/2020,8/12/2020,,,2,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3783587M1,BOLT,AML,31/08/2020,8/12/2020,,,66,40,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3784361M1,ROTARY POTENTIOMETER,AML,31/08/2020,8/12/2020,,,168,6,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3785153M1,GASKET SEAL,AML,31/08/2020,8/12/2020,,,7,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3785203M4,BUSH,AML,31/08/2020,8/12/2020,,,110,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3786153M1,HOSE-BTM RAD.,AML,31/08/2020,8/12/2020,,,30,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3786665M93,WORK LIGHT,AML,31/08/2020,8/12/2020,,,134,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3786695M93,VISOR,AML,31/08/2020,8/12/2020,,,267,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3787152M1,MIRROR  EXTERNAL,AML,31/08/2020,8/12/2020,,,109,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3787500M95,UNIT POWER SHUTTLE,AML,31/08/2020,8/12/2020,,,317,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3787589M97,WOBBLE DRIVE,AML,31/08/2020,8/12/2020,,,211,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3787635M1,HOSE-TOP RAD.,AML,31/08/2020,8/12/2020,,,47,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3788017M92,ALTERNATOR - 120 AMP,AML,31/08/2020,8/12/2020,,,420,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3788202M93,VISOR,AML,31/08/2020,8/12/2020,,,242,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3789552M92,POWER SHUTTLE CONTROL,AML,31/08/2020,8/12/2020,,,524,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3789733M2,CASE ASY,AML,31/08/2020,8/12/2020,,,10,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3790270M1,DISC,AML,31/08/2020,8/12/2020,,,224,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3790324M1,GASKET,AML,31/08/2020,8/12/2020,,,68,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3790325M1,O-RING,AML,31/08/2020,8/12/2020,,,76,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3790722M1,PUMP,AML,31/08/2020,8/12/2020,,,"1,198",2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3792454M1,WASHER,AML,31/08/2020,8/12/2020,,,58,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3793675M1,WASHER,AML,31/08/2020,8/12/2020,,,88,20,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3794419M91,STABILISER,AML,31/08/2020,8/12/2020,,,101,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3794718M4,ELECTROVALVE,AML,31/08/2020,8/12/2020,,,184,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3794721M5,ELECTROVALVE,AML,31/08/2020,8/12/2020,,,506,6,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3794772M3,PIN,AML,31/08/2020,8/12/2020,,,74,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3795003M2,BRIDLE,AML,31/08/2020,8/12/2020,,,20,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3796028M2,ELEMENT-SPOOL VALVES,AML,31/08/2020,8/12/2020,,,518,1,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3796343M1,CLUTCH DISC,AML,31/08/2020,8/12/2020,,,406,50,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3796801M1,SELECTOR,AML,31/08/2020,8/12/2020,,,110,5,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3796940M2,COUPLER,AML,31/08/2020,8/12/2020,,,"2,718",34,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3797116M2,TANDEM PUMP - 19 & 14cc,AML,31/08/2020,8/12/2020,,,"1,316",4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3797234M6,DISTRIBUTOR,AML,31/08/2020,8/12/2020,,,"7,844",6,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3798044M2,PLATE,AML,31/08/2020,8/12/2020,,,17,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3798527M91,TAP.ROLL.BRG,AML,31/08/2020,8/12/2020,,,143,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3800247M1,DRIVESHAFT,AML,31/08/2020,8/12/2020,,,209,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3800250M1,COUPLER,AML,31/08/2020,8/12/2020,,,101,6,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3800350M91,HYD.ELEMENT,AML,31/08/2020,8/12/2020,,,155,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3800424P94,FRONT,AML,31/08/2020,8/12/2020,,,646,4,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3801053M1,RING,AML,31/08/2020,8/12/2020,,,9,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3804734M1,GASKET,AML,31/08/2020,8/12/2020,,,3,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3805094M1,PIN,AML,31/08/2020,8/12/2020,,,6,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3805876M91,Front Grille,AML,31/08/2020,8/12/2020,,,318,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3807508M1,Top Radiator Hose,AML,31/08/2020,8/12/2020,,,189,15,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3807509M1,Bottom Radiator Hose,AML,31/08/2020,8/12/2020,,,35,3,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3811265M1,BOOT,AML,31/08/2020,8/12/2020,,,12,2,,71,0,0,0
20 - Parts Item,PTS,2111801,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,3813541M92,CABLE,AML,31/08/2020,8/12/2020,,,26,1,,71,0,0,0
